['dtree_iris', ClassificationInvestigator, [1, 3, 5, 10, 15, 20, 30, 40, 50], <decision_tree.DecisionTree object at 0x113ca3ba8>, ClassificationLF] results
D-tree: 

avg_accuracy,avg_accuracy_sd
0.7777777777777779,0.09322745317068017
